date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:29	104706/104706	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-19902%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/fa-regular-400.svg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/fa-regular-400.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:30	236216/236216	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-39ab8%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.eot?v=1.6.50	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont6c9c.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:30	236216/236216	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-39ab8%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.eot?	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:30	90140/90140	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-1601c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.woff2?v=1.6.50	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont6c9c.woff2	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:30	116784/116784	---M--	200	added ('OK')	application/font-woff	etag:%225b9e0d78-1c830%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.woff?v=1.6.50	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont6c9c.woff	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:31	235996/235996	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-399dc%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.ttf?v=1.6.50	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont6c9c.ttf	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:31	101984/101984	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-18e60%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ionicons.eot?v=1.5.0	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ioniconsaa26.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:31	164548/164548	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-282c4%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ionicons.ttf?v=1.5.0	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ioniconsaa26.ttf	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:31	1788592/1788592	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-1b4ab0%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont.svg?v=1.6.50	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/materialdesignicons-webfont6c9c.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:32	57276/57276	---M--	200	added ('OK')	application/font-woff	etag:%225b9e0d78-dfbc%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ionicons.woff?v=1.5.0	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ioniconsaa26.woff	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:32	286345/286345	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-45e89%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ionicons.svg?v=1.5.0	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/ioniconsaa26.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:32	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-1339c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify.eot?-fvbane	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify9f24.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:32	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-1339c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify.eot?	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themifyd41d.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:32	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%225b9e0d78-db2c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify.woff?-fvbane	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify9f24.woff	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:33	78584/78584	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-132f8%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify.ttf?-fvbane	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify9f24.ttf	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:33	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-3931d%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify.svg?-fvbane	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/themify9f24.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:33	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-9e4a%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.eot	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:33	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-9e4a%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.eot?	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2d41d.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:33	26004/26004	---M--	200	added ('OK')	application/font-woff	etag:%225b9e0d78-6594%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.woff	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.woff	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:34	40348/40348	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-9d9c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.ttf	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.ttf	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:34	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-18428%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.svg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/dripicons-v2.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:34	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-1876c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.eot	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:34	100204/100204	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225b9e0d78-1876c%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.eot?	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typiconsd41d.eot	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:35	59872/59872	---M--	200	added ('OK')	application/font-woff	etag:%225b9e0d78-e9e0%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.woff	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.woff	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:35	99920/99920	---M--	200	added ('OK')	application/octet-stream	etag:%225b9e0d78-18650%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.ttf	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.ttf	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:35	186474/186474	---M--	200	added ('OK')	image/svg+xml	etag:%225b9e0d78-2d86a%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.svg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/fonts/typicons.svg	(from https://themesbrand.com/lexa/html/horizontal-teal/assets/css/icons.css)
11:59:36	72072/72072	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-11988%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-3.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-3.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/email-read.html)
11:59:36	24541/24541	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-5fdd%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-4.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-4.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/email-read.html)
11:59:36	18343/18343	---M--	200	added ('OK')	text/css	etag:%225ca6075a-47a7%22	https://themesbrand.com/lexa/html/plugins/summernote/summernote-bs4.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/summernote/summernote-bs4.css	(from https://themesbrand.com/lexa/html/horizontal-teal/email-compose.html)
11:59:37	123150/123150	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-1e10e%22	https://themesbrand.com/lexa/html/plugins/summernote/summernote-bs4.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/summernote/summernote-bs4.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/email-compose.html)
11:59:37	49939/49939	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-c313%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-1.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-1.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-cards.html)
11:59:37	48741/48741	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-be65%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-2.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-2.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-cards.html)
11:59:37	84731/84731	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-14afb%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-5.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-5.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-cards.html)
11:59:37	143642/143642	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-2311a%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-7.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-7.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-cards.html)
11:59:38	54313/54313	---M--	200	added ('OK')	image/jpeg	etag:%225b9e0d79-d429%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-6.jpg	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/images/small/img-6.jpg	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-cards.html)
11:59:38	6951/6951	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-1b27%22	https://themesbrand.com/lexa/html/plugins/magnific-popup/magnific-popup.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/magnific-popup/magnific-popup.css	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-lightbox.html)
11:59:38	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-4ef8%22	https://themesbrand.com/lexa/html/plugins/magnific-popup/jquery.magnific-popup.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/magnific-popup/jquery.magnific-popup.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-lightbox.html)
11:59:38	1606/1606	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-646%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/pages/lightbox.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/pages/lightbox.js	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-lightbox.html)
11:59:39	27836/27836	---M--	200	added ('OK')	text/css	etag:%225ca6075a-6cbc%22	https://themesbrand.com/lexa/html/plugins/sweet-alert2/sweetalert2.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/sweet-alert2/sweetalert2.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-sweet-alert.html)
11:59:39	36502/36502	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-8e96%22	https://themesbrand.com/lexa/html/plugins/sweet-alert2/sweetalert2.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/sweet-alert2/sweetalert2.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-sweet-alert.html)
11:59:39	8172/8172	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-1fec%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/pages/sweet-alert.init.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/pages/sweet-alert.init.js	(from https://themesbrand.com/lexa/html/horizontal-teal/ui-sweet-alert.html)
11:59:40	41073/41073	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-a071%22	https://themesbrand.com/lexa/html/plugins/parsleyjs/parsley.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/parsleyjs/parsley.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-validation.html)
11:59:40	4002/4002	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-fa2%22	https://themesbrand.com/lexa/html/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:40	15616/15616	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-3d00%22	https://themesbrand.com/lexa/html/plugins/bootstrap-datepicker/dist/css/bootstrap-datepicker.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-datepicker/dist/css/bootstrap-datepicker.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:40	15180/15180	---M--	200	added ('OK')	text/css	etag:%225ca6075a-3b4c%22	https://themesbrand.com/lexa/html/plugins/select2/css/select2.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/select2/css/select2.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:40	444/444	---M--	200	added ('OK')	text/css	etag:%225ca6075a-1bc%22	https://themesbrand.com/lexa/html/plugins/bootstrap-touchspin/css/jquery.bootstrap-touchspin.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-touchspin/css/jquery.bootstrap-touchspin.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:41	18689/18689	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-4901%22	https://themesbrand.com/lexa/html/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:41	50873/50873	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-c6b9%22	https://themesbrand.com/lexa/html/plugins/bootstrap-datepicker/js/bootstrap-datepicker.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-datepicker/js/bootstrap-datepicker.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:41	67940/67940	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-10964%22	https://themesbrand.com/lexa/html/plugins/select2/js/select2.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/select2/js/select2.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:41	4976/4976	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-1370%22	https://themesbrand.com/lexa/html/plugins/bootstrap-maxlength/bootstrap-maxlength.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-maxlength/bootstrap-maxlength.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:42	7180/7180	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-1c0c%22	https://themesbrand.com/lexa/html/plugins/bootstrap-filestyle/js/bootstrap-filestyle.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-filestyle/js/bootstrap-filestyle.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:42	11068/11068	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-2b3c%22	https://themesbrand.com/lexa/html/plugins/bootstrap-touchspin/js/jquery.bootstrap-touchspin.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/bootstrap-touchspin/js/jquery.bootstrap-touchspin.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:42	3205/3205	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-c85%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/pages/form-advanced.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/pages/form-advanced.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-advanced.html)
11:59:43	382733/382733	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-5d70d%22	https://themesbrand.com/lexa/html/plugins/tinymce/tinymce.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/tinymce/tinymce.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-editors.html)
11:59:43	12587/12587	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-312b%22	https://themesbrand.com/lexa/html/plugins/dropzone/dist/dropzone.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/dropzone/dist/dropzone.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-uploads.html)
11:59:43	63014/63014	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-f626%22	https://themesbrand.com/lexa/html/plugins/dropzone/dist/dropzone.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/dropzone/dist/dropzone.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-uploads.html)
11:59:44	21202/21202	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-52d2%22	https://themesbrand.com/lexa/html/plugins/x-editable/css/bootstrap-editable.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/x-editable/css/bootstrap-editable.css	(from https://themesbrand.com/lexa/html/horizontal-teal/form-xeditable.html)
11:59:44	139009/139009	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-21f01%22	https://themesbrand.com/lexa/html/plugins/moment/moment.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/moment/moment.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-xeditable.html)
11:59:44	75909/75909	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-12885%22	https://themesbrand.com/lexa/html/plugins/x-editable/js/bootstrap-editable.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/x-editable/js/bootstrap-editable.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-xeditable.html)
11:59:44	2073/2073	---M--	200	added ('OK')	application/javascript	etag:%225ca6075a-819%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/pages/xeditable.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/pages/xeditable.js	(from https://themesbrand.com/lexa/html/horizontal-teal/form-xeditable.html)
11:59:44	13709/13709	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-358d%22	https://themesbrand.com/lexa/html/plugins/fullcalendar/css/fullcalendar.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/fullcalendar/css/fullcalendar.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/calendar.html)
11:59:45	240427/240427	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-3ab2b%22	https://themesbrand.com/lexa/html/plugins/jquery-ui/jquery-ui.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/jquery-ui/jquery-ui.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/calendar.html)
11:59:45	118884/118884	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-1d064%22	https://themesbrand.com/lexa/html/plugins/fullcalendar/js/fullcalendar.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/fullcalendar/js/fullcalendar.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/calendar.html)
11:59:45	1722/1722	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-6ba%22	https://themesbrand.com/lexa/html/horizontal-teal/assets/pages/calendar-init.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/horizontal-teal/assets/pages/calendar-init.js	(from https://themesbrand.com/lexa/html/horizontal-teal/calendar.html)
11:59:46	5222/5222	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-1466%22	https://themesbrand.com/lexa/html/plugins/datatables/dataTables.bootstrap4.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/dataTables.bootstrap4.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:46	4076/4076	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-fec%22	https://themesbrand.com/lexa/html/plugins/datatables/buttons.bootstrap4.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/buttons.bootstrap4.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:47	3922/3922	---M--	200	added ('OK')	text/css	etag:%225b9e0d79-f52%22	https://themesbrand.com/lexa/html/plugins/datatables/responsive.bootstrap4.min.css	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/responsive.bootstrap4.min.css	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:47	82411/82411	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-141eb%22	https://themesbrand.com/lexa/html/plugins/datatables/jquery.dataTables.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/jquery.dataTables.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:47	2085/2085	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-825%22	https://themesbrand.com/lexa/html/plugins/datatables/dataTables.bootstrap4.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/dataTables.bootstrap4.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:47	18260/18260	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-4754%22	https://themesbrand.com/lexa/html/plugins/datatables/dataTables.buttons.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/dataTables.buttons.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:48	899/899	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-383%22	https://themesbrand.com/lexa/html/plugins/datatables/buttons.bootstrap4.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/buttons.bootstrap4.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:48	76985/76985	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-12cb9%22	https://themesbrand.com/lexa/html/plugins/datatables/jszip.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/jszip.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:49	419939/419939	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-66863%22	https://themesbrand.com/lexa/html/plugins/datatables/pdfmake.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/pdfmake.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:49	567638/567638	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-8a956%22	https://themesbrand.com/lexa/html/plugins/datatables/vfs_fonts.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/vfs_fonts.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
11:59:49	10872/10872	---M--	200	added ('OK')	application/javascript	etag:%225b9e0d79-2a78%22	https://themesbrand.com/lexa/html/plugins/datatables/buttons.html5.min.js	C:/Users/SAMD/Desktop/oo/themesbrand.com/lexa/html/plugins/datatables/buttons.html5.min.js	(from https://themesbrand.com/lexa/html/horizontal-teal/tables-datatable.html)
